gene,SI_P1,SI_P3,SI_P4,SI_P5,SI_P8,SI_N2,SI_N3,SI_N4,SI_N5,SI_N7,SI_N8
Lrrc41,11.29,33.52,45.19,81.41,45.02,17.53,21.6,23.5,9.95,6.12,51.55
Lrrc45,10.67,8.66,7.98,9.46,10.62,2.3,1.66,7.73,1.18,12.55,4.47
Lrrc47,9.52,15.48,13.45,12.12,12.81,8.54,10.72,10.57,9.66,5.49,3.29
Lrrc57,15.34,19.48,27.89,42.6,23.2,15.67,21.1,22.47,16.42,19.71,19.91
Lrrc58,5.89,9.78,6.62,5.42,4.9,5.22,7.27,4.57,5.58,5.23,2.96
Lrrc59,2.85,12.57,9.06,12.63,10.02,5.87,11.39,14.56,6.18,10.8,8.63
Lrrc61,5.48,14.02,12.92,5.4,12.15,12.81,3.34,8.29,18.99,4.61,6.35
Lrrc8a,5.01,6.52,7.18,1.52,10.51,3.71,4.54,6.86,5.16,5.07,5.87
Lrrc8d,58.87,71.22,37.42,44.34,54.18,46.11,34.22,27.5,18.01,32.58,34.92
Lrrcc1,3.64,3.49,3.29,4.07,1.55,3.36,2.22,2.97,5.45,2.13,3.34
Lrrfip1,292.83,363.16,277.9,476.93,349.71,279.52,289.66,271.26,234.09,260.43,301.1
Lrrfip2,14.45,5.65,12.36,28.43,7.27,30.67,9.14,19.51,11.82,24.28,23.82
Lrrk1,14.26,3.23,11.62,8.62,10.66,6.51,7.3,7.24,4.5,2.92,11.24
Lrrk2,100.73,115.59,81.53,84.22,122.79,59.75,66.08,72.95,76.55,82.02,96.17
Lrsam1,5.14,1.6,2.83,5.59,7.56,1.05,1.23,3.71,1.12,0.89,1.94
Lrwd1,14.19,27.63,23.67,27.15,25.75,21.08,26.66,21.15,29.64,27.97,28.39
Lsg1,27.7,29.44,38.23,23.4,18.25,30.31,38.72,17.77,18.73,21.63,12.75
Lsm1,12.45,11.25,13.89,13.14,11.5,7.93,11.51,12.11,10.29,8.69,5.17
Lsm10,15.16,15.09,10.06,6.05,6.81,13.95,21.76,13.56,13.5,37.2,15.65
Lsm12,28.8,47.6,29.62,30.72,31.38,32.78,44.4,27.5,33.9,34.66,23.38
Lsm14a,48.68,50.98,34.56,39.71,18.23,33.54,41.18,37.12,52.33,43.96,39.53
Lsm2,51.19,22.63,84.3,19.34,11.64,40.57,57.02,80.11,52.22,33.76,54.38
Lsm3,39.21,74.8,105.5,98.31,37.55,72.32,70.77,32.01,79.36,100.66,43.12
Lsm4,26.46,36.66,16.88,24.3,18.57,62.15,84.46,38.23,24.24,52.49,63.31
Lsm5,37.85,59.87,15.85,51.98,33.82,35.93,30.37,22.73,29.1,31.8,40.46
Lsm6,40.12,32.98,32.77,65.37,55.2,91.89,83.99,59.56,84.03,42.37,73.76
Lsm7,29.24,42.89,15.05,38.67,44.03,50.69,62.95,39.82,104.74,54.35,33.72
Lsm8,117.75,101.89,85.36,95.59,138.13,95.96,89.44,136.37,128.2,107.04,90.78
Lsp1,337.5,364.02,460.38,521.41,428.77,245.73,234.11,344.95,205.27,226.86,184.11
Lss,3.12,6.32,7.36,11.97,3.92,2.98,12.22,2.44,0,1.63,0.28
Lst1,796.85,1256.35,1115.15,1101.13,1056.45,1344.95,1585.42,1353.57,1642.31,1242.98,1488.98
Lta4h,740.74,1256.71,856.09,1272.56,1073.01,820.7,939.9,722.99,746.01,814.06,752.77
Ltb,30.48,21.35,4.41,24.07,25.81,78.89,88.87,63.41,66.71,60.98,98.99
Ltb4r1,73.77,66.53,60.63,104.84,85.76,79.04,55.63,77.32,90.74,109.94,88.64
Ltbr,10.11,21.59,12.09,12.26,9.46,15.13,12.83,7.28,7.06,12.71,16.86
Ltn1,2.25,3.97,3.32,5.52,4.6,2.65,2.37,2.7,5.85,4.36,3.78
LTO1,20.81,33.09,28.98,19.02,30.03,15.43,22.59,19.13,15.94,21.81,21.23
Ltv1,42.72,69.62,42.05,49.31,56.53,86.49,86.1,76.28,57.55,71.2,55.98
Luc7l,39.4,40.76,33.17,19.32,34.34,34.81,29.37,36.14,21.52,24.53,31.12
Luc7l2,81.28,67.2,76.47,55.22,80.67,68.06,54.31,40.62,58.81,74.68,78.06
Luc7l3,35.28,38.84,43.84,48.46,32.36,55.74,50.02,46.36,39.93,46.19,22.34
Ly6e,448.23,675.05,622.85,791.62,727.68,882.45,960.53,867.64,974.17,837.15,879.37
Ly86,17.66,56.1,43.52,36.14,37.1,6.85,13.71,10.22,3.92,5.85,9.9
Lyar,21.38,31.32,25.56,32.68,26.19,25.59,19.21,13.41,28.66,15.54,46.95
Lyl1,74.78,103.47,75.21,73.72,104.37,87.26,79.35,92.54,81.86,119.93,88.85
Lyn,213.14,288.45,251.25,226.72,273.02,184.54,197.87,183.02,151.46,147.26,174.68
Lypla1,53.84,81.72,65.04,52.04,76.67,74.34,47.83,68.85,56.68,59.57,47.82
Lypla2,219.3,268.43,242.92,242.15,246.39,215.34,240.43,228.89,211.77,244.83,245.1
Lyrm4,21.99,4.3,14.07,6.34,18.49,7.79,8.87,7.37,8.76,15,9.95
Lyrm9,5.29,4.7,1.78,1.02,1.69,0.25,0.37,1.53,0.96,0.78,0.2
Lysmd3,18.33,30.9,22.63,33.38,30.81,39.77,36.35,28.09,22.86,27.37,25.22
Lyst,240.65,208.03,85.05,41.53,83.97,43.94,192.23,39.69,29.37,87.02,66.08
Lyz1,348.85,9.84,56.37,15.27,17.66,2.51,7.01,2.52,10.21,5.08,6.32
Lyz2,265.15,184.09,374.27,275.2,307.27,37.09,36.58,103.07,60.93,87.24,76.93
Lzic,6.19,17.94,23.54,9.72,6.6,22.31,10.06,5.14,14.37,11.88,5.68
Lztfl1,8.23,25.37,3.91,6.45,5.38,6.52,1.65,16.42,1.33,5.46,4.47
Lztr1,14.86,27.97,16.64,21.61,21.94,15.42,19.47,5.68,11.82,11.8,11.88
M6pr,403.22,612.64,528.83,472.53,531.56,619.18,577.52,512.57,388.22,385.47,377.18
Macf1,32.39,20.33,24.18,20.78,52.46,21.72,18.31,31.81,16.79,32.61,38.95
Maco1,6.44,4.69,8.83,7.85,10.57,4.44,8.22,10.37,9.36,9.43,9.51
Macroh2a1,67.08,48.18,52.52,84.18,61.19,44.29,55.09,35.47,70.41,87.21,68.76
Mad1l1,0.87,5.03,6.72,5.33,7.58,1.44,7.26,6.88,2.84,3.82,5.16
Mad2l1,7.49,13.47,16.35,10.51,10.01,15.29,13.25,24.4,21.1,8.19,3.65
Mad2l1bp,80.57,48.11,74.29,58.41,30.71,61.85,45.74,54.87,40.89,36.34,48.76
Mad2l2,12.04,6.23,12.56,7.85,19.35,2.85,5.21,6.35,3.72,9.46,24.5
Madd,42.22,39.48,65.84,39.27,17.49,32.98,46.88,31.64,35.97,37.8,34.42
Maea,363.15,607.55,479.49,678.64,524.26,246.42,257.54,180.65,205.86,270.26,204.75
Maf1,110.25,169.03,130.85,124.52,119.84,98.68,97.58,114.27,105.27,85.61,96.09
Maff,13.69,11.27,14.22,20.01,10.11,24.55,12.58,18.3,36.5,22.21,29.8
Mafg,31.07,43.45,48.21,29.48,41.35,41.94,34.02,36.73,32.76,35.67,32.5
Mafk,205.21,219.7,219.19,215.57,247.24,207.38,152.04,223.87,94.96,173.55,148.99
Mag,14.91,23.81,17.81,20.46,27.31,12.01,16.03,11.27,18.08,20.66,22.25
Magoh,231.24,177.5,169.73,199.93,151.68,185.58,156.8,209.7,179.14,174.14,174.67
Magohb,33.33,50.87,38.96,31.55,14.79,24.5,58.1,45.43,54.42,56.49,53.18
Magt1,25.74,30.38,28.27,15.78,33.96,24.25,24.33,28.18,24.93,23.62,35.7
Maip1,3.97,14.58,14.46,10.11,2.92,7.32,10.82,4.17,7.14,6.31,5.59
Mak16,23,70.48,22.74,20.65,23.71,25.68,39.13,33.99,10.98,16.71,29.16
Malsu1,6.84,1.69,12.99,6.74,15.93,10.25,5.09,14.28,6.71,2.08,8.46
Malt1,32.67,21.07,16.78,21.42,13.95,33.07,23.77,36.14,31.14,23.07,39.6
Maml1,26.16,16.47,25.39,25.43,27.46,18.95,14.49,19.62,12.51,22.91,21.64
Maml2,4.75,6.58,9,4.86,5.15,1.66,2.23,2.33,1.69,2.44,2.93
Man1a,97.77,132.21,61.7,105.37,82.9,108.69,146.86,74.95,117.92,106.8,110.84
Man1a2,8.35,6.23,4.69,7.39,12.68,11.53,4.88,9.44,5.01,9.73,6.1
Man1b1,17.69,18.86,6.39,53.27,15.31,9.14,10.69,32.99,8.71,10.34,15.28
Man1c1,4.47,6.96,5.09,2.73,4.91,4.59,5.77,3.57,2.28,6.33,5.21
Man2a1,17,18.45,47.5,10.42,33.86,23.77,21.69,21.52,15.09,12.84,13.12
Man2a2,10.72,2.65,4.63,2.46,1.9,3.93,8.1,0.89,4.91,3.66,1.74
Man2b1,334.8,294.71,279.48,241.55,289.01,272.81,232.66,282.93,224.72,299.51,291.88
Man2b2,5.4,7.6,15.08,7.33,13.67,8.89,8.42,7.85,9.98,8.68,12.11
Man2c1,24.07,21.06,25.2,21.24,40.67,17.75,10.94,25.79,11.73,18.76,4.34
Manba,12.14,8.53,6.26,10.91,11.47,1.28,5.14,12.15,3.55,13.23,11.92
Manbal,16.21,30.1,20.13,16.34,30.37,31.27,54.97,37.01,22.29,22.84,37.99
Manf,126.15,184.83,148.08,179.5,85.91,219.7,221.19,132.87,190.84,133.58,134.7
Map1lc3a,82.42,52.53,49.97,62.05,88.65,92.67,51.94,92.49,41.86,73.71,63.67
Map1lc3b,364.06,492.21,510.76,388.28,375.82,361.29,315.41,242.23,304.78,246.34,280.05
Map1s,10.01,17.8,15.26,11.6,21.76,12.74,19.31,13.33,20.05,15.48,8.97
Map2k1,64.01,55.56,47.62,54.63,63.56,47.87,48.51,37.17,34.36,63.04,45.32
Map2k2,71.57,76.64,28.5,68.14,52.88,92.48,81.47,38.85,57.43,71.13,72.17
Map2k3,84.81,51.69,81.86,44.51,56.39,181.34,200.61,185.47,100.49,98.42,91.67
Map2k4,28.83,46.26,28.03,22.83,24.42,24.22,22.05,12.19,18.48,25.54,21.55
Map2k5,6.99,10.43,5.72,10.29,5.45,11.08,5.63,9.36,7.04,7.2,6.12
Map2k6,4.07,9.03,20.08,2.19,16.81,6.24,2.24,5.3,8.66,3.83,4.34
Map2k7,21.01,7.39,7.15,11.37,11.46,9.93,7.03,9.42,7.87,10.88,15.79
Map3k1,8.95,11.14,7.07,6.15,9.78,5.99,5.02,11.61,8.54,9.87,9.72
Map3k11,24.81,33.35,26.47,25.24,29.96,32.81,29.84,33.91,21.21,37.27,34.53
Map3k12,2.74,3.53,3.11,2.23,2.88,1.46,1.11,1.63,1.27,1.23,2.79
Map3k14,9.2,7.22,11.75,8.71,12.85,9.58,6.01,18.78,2.84,3.83,6.08
Map3k15,1.89,1.57,5.06,1.72,2.58,2.74,1.78,2.45,3.49,4.84,5.21
Map3k2,10.22,6.93,7.33,6.29,9.6,10.34,6.27,7.37,9.44,5.3,7.94
Map3k3,27,23.12,18.27,19.6,40.54,10.02,5.4,20,9.43,23.2,25.25
Map3k4,8.72,6.67,9.12,4.75,6.37,5.17,2.6,2.92,2.26,6.86,18.1
Map3k5,7.47,3.67,6.94,4.22,5.35,3.93,9.11,5.18,2.57,5.39,6.6
Map3k7,3.82,4.16,4.29,2.89,7.68,9.32,10.16,1.73,5.82,6.86,4.57
Map3k8,6.27,1.9,4.93,1.41,1.22,9.01,8.52,19,3.19,2.94,3.81
Map3k9,8.72,3.18,12.99,7.99,16.76,3.96,5.99,5.35,4.63,10.04,9.43
Map4,34.33,21.35,25.88,12.09,23.92,16.58,25.31,15.67,25.02,19.94,26.28
Map4k2,112.77,81.17,83.97,100.37,122.84,70.5,126.87,100.64,78.82,80.04,72.57
Map4k3,10.08,1.7,3.43,3.57,1.98,1.66,4.85,2.02,2.99,2.64,5.03
Map4k4,6.24,2.41,0.79,3.7,3.33,5.4,6.87,14.07,6.45,2.41,13.02
Map4k5,3.81,6.34,9.2,3.46,3.53,5.93,4.31,6.46,1.25,2.64,1.16
Map7d1,25.25,19.76,9.28,5.25,8.01,11.86,22.5,19.1,22.17,18.84,8.62
Mapk1,34.91,22.6,30.12,17.14,34.27,33.64,37.13,26.35,25.38,23.2,26.59
Mapk14,16.39,2.9,11.15,7.28,8.52,7.76,6.77,18.18,12.6,11.99,9.66
Mapk1ip1,4.58,2.95,21.23,7.46,15.63,6.76,2.68,13,3.91,11.42,2.1
Mapk1ip1l,30.82,44.46,41.94,38.5,45.02,32.9,39.66,31.59,37.01,35.12,39.09
Mapk3,126.05,114.48,97.8,88.13,94.99,105.51,87.15,108.46,95.79,125.59,120.96
Mapk6,28.76,28.25,34.45,24.22,58.73,80.48,77.03,80.8,51.23,79.64,108.71
Mapk7,6.81,20.2,22.06,9.94,25.87,9.38,6.17,11.94,10.77,10.22,10.43
Mapk8,12.33,12.22,8.22,6.85,8.71,4.24,8.55,7.85,9.18,6.15,13.72
Mapk8ip3,18.15,36.43,14.43,11.41,31.38,17.37,16.38,9.9,9.58,13.63,13.38
Mapk9,3.89,3.58,3.04,9.16,3.68,2.43,1.95,1.36,4.21,5.88,6.56
Mapkap1,19.37,7.36,6.98,18.34,18.85,9.69,10.37,11.23,13.16,20.39,13.64
Mapkapk2,249.82,309.48,257.22,268.97,179.86,504.17,510.73,416.54,489.4,324.08,366.23
Mapkapk3,52.51,51.5,65.11,27.5,35.5,110.01,100.46,100.32,61.41,88.91,111.91
Mapkapk5,28.85,44.91,36.32,28.91,27.18,47.62,79.65,72.91,33.02,66.3,33.26
Mapkbp1,1.51,1.69,2.46,1.32,2.33,2.82,1.45,0.27,0.38,0.25,0.38
Mapre1,143.38,172.94,151.94,161.49,116,186.01,175.76,94.48,218.58,148.61,140.61
Mapre2,31.29,27.3,29.75,29.78,28.4,26.2,11.16,28.05,20,36.17,40.27
Marchf1,26.01,17.56,36.8,24.01,41.01,15.74,6.99,34.58,15.09,30.06,28.72
Marchf2,15.79,10.51,5.97,14.62,6.93,14.45,7.65,8.12,17.55,15.84,12.91
Marchf5,14.57,17.01,16.14,11.43,13.2,16.12,23.56,17.82,19.39,21.42,27.14
Marchf6,20.28,27.66,20.71,23.46,29.74,23.9,18.55,23.85,23.83,29.11,29.76
Marchf7,103.41,110.05,87.97,78.33,99.32,143.61,45.7,60.52,52.38,54.4,78.36
Marchf8,9.35,3.59,6.53,8.29,8.29,3.4,5.82,6.59,8.86,4.44,1.76
Marcks,3.86,5.67,4.83,2.64,2.37,5.39,4.54,5.54,4.41,2.93,5.99
Marcksl1,17.3,6.8,17.53,6.77,4.5,52.44,56.22,57.64,63.28,34.26,58.96
Marf1,3.21,2.17,3.83,2.54,6.41,3.6,1.91,3.19,3.66,4.84,3.86
Mark2,76.82,87.37,80.14,90.72,80.7,86.84,52.06,50.09,104.04,90.83,66.28
Mark3,28.88,51.9,31.32,36.86,34.13,33.54,40.67,50.91,17.96,35.42,55.89
Mark4,9.09,5.76,7.9,3.09,1.24,4.67,9.37,4.08,4.72,1.51,1.77
Mars1,4.06,11.64,14.11,12.88,12.51,9.61,6.44,6.32,3.38,5.77,3.47
Mars2,0.71,0.48,1.15,0.86,1.24,0.35,0.72,0.59,0.6,0.3,1.63
Marveld2,1.74,1.93,2.75,0.31,0.94,6.02,4.79,1.29,1.3,1.79,1.9
Maskbp3,10.12,4.8,13.03,6.55,5.5,4.58,2.81,8.32,11.56,3.41,13.15
Mast2,4.25,6,2.13,4.08,1.19,1.57,0.93,12.12,5.75,1.99,0.31
Mast3,10.69,5.83,10.17,4.12,8.42,22.97,11.82,5.84,7.45,17.01,26.4
Mat2a,616.59,323.77,493.35,354.92,335.68,366.88,244.31,453.56,246.98,267.46,247.03
Mat2b,132.42,152.39,154.93,168.33,124.13,63.59,62.2,77.53,47.13,86.8,64.27
Matk,15.02,20.43,14.69,15.16,20.02,26.82,19.5,17.71,28.09,20.67,20.31
Matr3,149.87,168.95,137.62,146.76,169.71,109.52,80.88,136.52,114.92,125.68,128.44
Mau2,61.44,57.1,55.24,39.2,47.97,31.5,34.73,40.26,21.52,33.64,43.06
Mavs,3.86,3.68,1.92,1.54,5.99,2.99,1.1,1.39,0.96,2.56,2.18
Max,85.64,80.36,63.69,74.08,104.8,49.65,40.86,63.45,69.35,65.57,72.25
Maz,17.45,11.03,7.64,8.7,7.25,9.26,8.51,12.66,12.57,19.89,10.31
Mbd1,19.2,18.63,27.56,14.82,24.8,17.16,17.66,21.15,19.18,18.04,17.66
Mbd2,47.21,39.7,40.51,34.23,27.09,47.41,25.31,49.76,33.08,37.94,51.41
Mbd3,9.15,11.28,18.32,19.51,8.82,14.36,8.02,15.52,13.48,22.97,13.45
Mbd5,20.21,18.47,23.28,25.3,2.16,10.16,23.51,12.8,1.93,10.73,9.12
Mbd6,31.08,41.6,28.77,22.67,38.45,45.5,30.5,19.84,18.55,36.33,29.69
Mbip,10.44,11.23,14.82,8.1,25.59,6.31,9.43,11.93,3.05,12.14,9.18
Mbnl1,239.21,260.54,187.21,232.13,365.05,165.33,136.96,134.79,122.54,225.27,219.07
Mbnl2,108.38,84.47,68.85,64.76,98.74,42.16,35.2,55.09,25.08,30.84,27.05
Mbnl3,19.76,15.32,28.17,11.12,24.67,10.4,9.02,14.97,9.85,19.15,19.53
Mboat1,12.02,3.09,9.03,10.67,11.07,13.79,14.3,19.13,11.57,14.44,20.37
Mboat7,181.88,244.63,185.74,202.14,201.57,186.13,192.41,250.22,159.14,165.85,152.62
Mbp,58.14,47.21,36.63,50.39,83.53,42.59,27.78,46.45,29.96,36.86,62.21
Mbtd1,14.25,13.6,20.78,16.26,17.58,15.22,21.34,13.66,14.44,19.65,9.98
Mbtps1,13.95,14.17,13.23,9.76,10.51,5.74,8.65,14.13,8.25,12.98,7.72
Mbtps2,3.95,9.21,4.9,16.78,3.67,1.93,9.87,11.01,1.29,2.08,5.33
Mccc1,1.97,2.01,3.01,13.38,3.34,2.54,3.15,1.35,1.45,7.02,5.75
Mcee,41.32,14.05,30.18,35.68,68.46,42.69,21.57,26.18,34.66,54.57,22.67
Mcemp1,93.96,123.37,125.35,141.34,104.24,78.49,98.72,113.11,75.99,43.8,58.44
Mcfd2,45.51,78.57,46.43,76.34,43.49,51.29,42.32,59.6,44.37,28.02,36.66
Mcl1,248.47,204.19,190.68,242.98,178.43,259.23,253.16,265.42,321.22,354.85,372.41
Mcm2,3.97,8.25,12.31,6.43,15.42,1.72,0,4.84,2.02,7.85,4.46
Mcm3,8.54,28.02,13.51,18.1,12.01,11.46,19.6,27.06,6.7,11.63,14.34
Mcm3ap,73.51,38.89,54.21,40.53,68.03,27.43,38.33,95.67,67.27,46.96,60.63
Mcm4,15.22,20.32,16.66,25.07,27.77,12.87,7.07,11.56,14.81,13.67,10.54
Mcm5,7.46,22.83,21.9,15.64,12.05,6.46,13.03,12.48,8.69,9.28,8.09
Mcm6,6.07,10.49,24.03,10.28,11.1,1.54,3.26,2.28,1.42,3.57,5.27
Mcm7,12.27,8.65,29.42,26.34,25.6,7.24,6.58,9.62,2.79,2.26,4.44
Mcmbp,29.12,18.6,26.47,21.83,31.32,19.47,13.26,21.54,29.74,22.16,16.85
Mcoln1,57.54,41.86,55.79,36.47,57.27,35.51,35.22,37.31,19.68,25.28,16.61
Mcph1,1.44,1.55,2.21,4.33,2.32,1.88,2.5,0.14,0.66,0.63,3.16
Mcrip1,58.6,80.67,63.87,84.63,59.77,100.78,75.29,56.45,97.27,55.89,58.09
Mcrs1,28.97,48.5,43.91,50.1,53.59,47.44,49.22,26.28,30.61,25.57,34.94
Mctp1,19.52,12.54,20.2,12.14,32.9,20.49,21.2,14.35,15.02,31.63,23.19
Mctp2,45.13,13.48,22.87,17.42,30.8,16.18,12.32,12.42,5.42,14.66,16.61
Mcts1,71.22,73.84,63.21,70.6,41.1,68.84,96.81,60.84,111.73,78.86,71.39
Mcu,14.95,15.34,14.78,18.84,14.29,12.08,12.93,14.18,13.24,13.46,21.52
Mcur1,5.1,3.25,7.12,5.92,4.69,9.94,2.5,7.32,3.94,6.16,13.48
Mdc1,5.16,4.03,6.05,2.18,6.92,5.59,6.33,1.35,2.11,5.72,6.03
Mdh1,81.92,56.33,56.63,97.69,91.77,49.73,61.46,53.11,71.77,54.04,43.06
Mdh2,658.34,744.45,760.61,802.97,859.76,965.33,1011.52,1067.63,1253.5,1115.14,1263.62
Mdm1,5.8,5.19,5.27,6.75,16.19,12.19,3.35,2.74,4.39,7.28,10.19
Mdm2,93.76,143.94,110.84,104.02,147.97,82.47,80.83,82.36,75.09,45.04,54.15
Mdm4,53.5,43.1,61.66,46.08,52.31,35.11,45.59,53.49,36.13,60.66,52.22
Mdn1,14.25,5.67,5.51,10.42,2.37,2.07,5.97,10.88,5.98,7.83,14.08
Mdp1,45.09,31.39,38.86,25.42,43.57,25.44,28.4,28.95,20.96,28.57,41.07
Me2,20.09,12.78,13.67,30.54,28.57,40.88,20.41,26.79,23.13,32.53,20.22
Mea1,55.91,115.05,86.3,71.08,89.44,101.08,103.06,102.66,102.96,70.58,97.9
Meaf6,33.7,36.47,42.59,28.61,17.6,20.43,6.15,44.72,21.66,40.01,32.17
Mecp2,14.52,23.37,17.93,18.85,14.08,17.53,14.8,14.66,10.24,12.07,19.36
Med1,16.4,66.49,24.35,25.08,24.57,19.99,25.79,27.42,18.35,24.12,17.51
Med10,83.87,178.32,143.22,123.16,106.15,107.65,91.95,103.66,104.94,85.49,78.19
Med11,37.69,68.5,59.63,46.11,46.11,237.25,234.61,224.89,199.39,174.09,220.36
Med12,18.21,14.72,13.24,11.58,17.78,23.52,22.81,32.45,19.17,24.34,13.71
Med12l,6.35,5.66,6.54,3.56,3.31,1.2,2.94,5.11,3.27,2.73,2.85
Med13,7.55,13.82,8.69,10.61,10.06,10.4,18.34,12.5,16.6,11.69,7.25
Med13l,19.26,23.18,18.86,17.39,15.72,9.63,12.49,23.32,15.47,19.57,15.25
Med14,8.2,4.63,4.43,2.6,3.09,3.33,2.28,1.98,2.13,4.37,3.22
Med15,35.02,45.32,31.24,26.98,31.98,44.11,41.15,16.66,14.95,24.55,16.06
Med16,7.49,12.26,6.24,9.23,6.47,5.65,5.09,2.26,11.29,9.43,3.63
Med17,22.55,23.12,21.05,30.71,9.9,7.53,11.17,18.98,19.3,10.98,17.03
Med19,3.32,3.75,7.31,5.46,2.46,3.27,6.91,3.86,1.89,1.86,2.89
Med20,43.75,38.35,45.36,30.07,31.45,40.44,31.49,71.48,26.89,29.57,35.39
Med21,276.51,147.73,244.45,113.16,157.12,182.16,174.23,268.68,206.21,162.52,243.83
Med22,16.31,30.61,10.54,20.32,43.35,8.25,11.68,16.69,10.68,12.14,18.92
Med23,4.01,7.88,13.77,5.71,8.68,1.8,2.52,6.83,3.51,2.73,13.94
Med24,7.84,3.23,7.92,4.92,9.35,3.91,8.66,9.41,2.65,2.82,6.95
Med25,11.99,7.31,12.05,7.19,12.75,8.16,4.33,4.96,4.94,11.1,13.97
Med26,7.62,15.53,15.74,13.99,10.53,9.93,6.9,7.73,10.5,4.58,6.62
Med27,47.13,37.23,34.4,36.65,40.87,18.5,30.67,33.91,21.9,35.4,26.04
Med28,157.18,274.53,233.05,240.06,203.91,270.14,297.77,213.7,207.03,190.85,200.27
Med29,6.7,25.95,23.25,18.46,13.13,10.7,18.36,24.71,19.22,18.28,21.07
Med30,47.63,50.3,16.81,38.6,25.51,41.67,63.74,38.99,16.74,36.72,48.92
Med31,23.88,15.82,32.68,45.63,35.43,43.19,29.14,41.68,59.39,41.76,34.23
Med4,32.91,51.4,60.46,13.77,15.21,39.09,35.42,30.98,17.06,8.82,10.1
Med6,22.23,50.47,67.11,23.94,39.49,59.94,40.68,22.75,28.18,14.96,29.94
Med7,212.35,116.25,162.42,153.86,227.45,219.84,128.62,249.66,127.11,251.75,220.44
Med8,28.65,71,42.84,47.19,43.78,44.89,57.05,59.92,48.9,31.15,56.81
Mef2a,12.06,8.42,12.96,10.05,12.44,8.61,13.82,10.43,9.11,9.22,11.76
Mef2d,67.61,61.44,39.53,44.06,52.66,50.04,41.97,45.64,57.02,45.23,48.51
Mefv,18.58,15.98,22.91,19.52,20.15,9.6,13.98,12.83,13.98,10.17,5.92
Megf9,9.52,8.9,8.07,11.55,11.21,7.2,4.4,6.98,11.77,14.42,15.7
Meis1,33.47,26.64,17.72,18.84,53.71,39.72,16.57,29.53,22.03,46.57,44.66
Memo1,20.39,13.67,10.52,6.88,15.46,23.47,14.55,7.42,12.63,24.48,15.69
Men1,5.45,1.99,3.51,6.05,8,8.1,3.79,5.41,0.19,2.58,3.54
Mepce,65.29,79.61,77.77,73.63,39.25,48.65,42.13,48.91,52.55,38.99,46.7
Mesd,17.81,15.97,11.21,9.44,4.24,10.07,6.22,6.57,12.56,15.11,11
Metap1,16.58,27.84,8.18,10.49,15.87,11.85,10.47,10.58,10.05,11.48,6.46
Metap2,99.31,127.68,109.92,126.89,100.73,129.18,114.35,73.43,123.43,94.28,59.94
Metrnl,56.48,68.78,85.02,69.49,93.94,45.76,32.95,46.44,49.55,69.7,44.54
Mettl14,8.09,4.85,9.9,9.76,1.06,3.36,4.2,0.49,2.2,7.63,7.87
Mettl15,3.64,4.37,4.11,2.71,3.7,2.65,3.08,3.37,0.77,3.08,0
Mettl16,4.35,14.23,15.92,7.24,17.51,9.64,19.59,8.78,15.5,9.44,7.46
Mettl17,33.29,15.47,32.63,20.2,21.45,24.29,39.42,14.88,11.86,20.16,11.27
Mettl2,1.97,16.05,5.75,2.84,4.29,8.92,15.75,4.76,7.71,4.22,3.38
Mettl22,1.44,3.22,13.83,3.55,11.46,14.08,11.33,8.33,6.53,10.87,7.45
Mettl23,93.35,76.24,99.98,64.81,50.28,89.42,70.14,85.83,64.15,65.13,85.08
Mettl25,3.83,3.07,4.55,7.73,3.74,3.6,16.06,5.87,7.34,0.32,7.42
Mettl3,54.21,46.18,71.65,43.44,46.93,42.31,43.92,59.1,40.17,25.86,33.11
Mettl4,13.33,14.4,10.53,13.05,15.32,8.87,3.51,2.98,4.81,6.31,4.9
Mettl5,26.17,26.63,32.31,24.96,31.76,34.45,15.09,12.87,30.53,22.45,19.06
Mettl6,17.34,9.42,7.42,8.05,7.82,4.5,9.75,2.77,5.67,6.29,34.06
Mettl8,4.45,1.9,5.69,4.58,3.84,1.11,0.57,0.39,0.84,2.94,12.91
Mettl9,23.28,18.93,25.81,33.09,30.61,29.97,20.25,18.12,27.16,22.45,39.56
Mex3c,4.86,1.72,11.32,11.49,1.89,2.24,12.21,12.44,5.16,5.26,8.16
Mfap1a,27.56,27.34,36.48,32.24,25.63,25.71,15.32,23.38,15.03,16.59,9.23
Mfap1b,71.58,98.28,96.22,78.91,93.23,53.34,56.26,59.9,32.36,49.26,39.87
Mfap3,1.85,9.13,9.4,8.86,8.24,6.49,10.13,3.01,3.63,2.91,2.59
Mff,79.42,108.11,106.82,102.28,91.82,53.62,81.13,61.79,89.38,83.41,58.38
Mfge8,9.58,3.28,1.89,4.77,8.06,6.99,4.3,12.34,8.6,8.46,9.3
Mfn2,16.1,10.18,15.87,14.91,20.23,9.4,4.75,7.85,11.63,6.54,7.75
Mfng,31.06,24.56,44.63,27.65,28.6,22.35,25.21,31.8,30.49,31.75,47.21
Mfsd1,47.59,44.23,47.22,37.85,41.8,32.97,24.46,49.77,23.74,34.97,16.16
Mfsd10,304.98,419.23,321.12,407.51,346.99,269.11,287.52,233.87,264.82,238.29,251.86
Mfsd11,16.78,19.64,22.6,17.17,14.26,5.31,12.89,6.83,0.82,3.25,19.96
Mfsd12,13.17,10.91,11.95,5.18,11.94,8.78,13.29,5.82,2.46,7.77,5.25
